account_id,declared_income_annual,total_deposits_90d,total_withdrawals_90d,num_deposits_90d,num_withdrawals_90d,deposit_withdraw_cycle_days_avg,vpn_usage_pct,countries_accessed_count,device_id,ip_hash,account_age_days,kyc_face_match_score,is_fraud
ACC-L-01158,52084.45,11701.39,7381.15,4,3,33.26,10.08,3,DEV-L-01158,IP-L-01158,641,0.9114,False
ACC-L-03574,106626.17,14778.56,8089.3,13,4,23.58,6.37,2,DEV-L-03574,IP-L-03574,409,0.9464,False
ACC-L-01548,101137.11,24667.45,15665.61,9,1,17.01,15.18,2,DEV-L-01548,IP-L-01548,576,0.9815,False
ACC-L-01225,28268.34,6086.32,3576.23,3,9,18.62,5.97,3,DEV-L-01225,IP-L-01225,46,0.9672,False
ACC-L-04715,49343.86,6317.9,3416.6,8,8,26.4,14.96,3,DEV-L-00215,IP-L-04715,739,0.8808,False
ACC-F-00035,64642.56,62698.97,47125.39,34,26,3.26,82.54,3,DEV-F-0022,IP-F-0026,42,0.5594,True
ACC-L-03291,111921.04,34822.43,28799.13,9,5,27.32,13.1,2,DEV-L-03291,IP-L-03291,749,0.9207,False
ACC-L-02095,66834.57,17977.65,14666.15,14,11,21.25,14.9,3,DEV-L-02095,IP-L-02095,45,0.9724,False
ACC-L-04428,59453.24,18104.2,9387.35,11,9,27.07,6.25,2,DEV-L-04428,IP-L-04428,734,0.9154,False
ACC-L-02109,36808.94,7572.6,6962.2,11,3,21.07,13.18,1,DEV-L-02109,IP-L-02109,578,0.9948,False
ACC-L-01956,58786.6,12922.47,7976.82,9,2,28.35,9.77,1,DEV-L-01956,IP-L-01956,78,0.9917,False
ACC-L-03517,41158.81,12555.22,7697.35,6,1,17.21,16.21,1,DEV-L-03517,IP-L-03517,173,0.9196,False
ACC-L-01036,50023.34,6048.01,4372.45,6,10,23.97,13.59,3,DEV-L-01036,IP-L-01036,250,0.9722,False
ACC-L-00099,52692.1,15663.82,10845.21,14,6,30.39,7.34,1,DEV-L-00099,IP-L-00099,719,0.9586,False
ACC-L-01887,83202.82,25310.63,17293.15,2,10,28.47,8.91,3,DEV-L-01887,IP-L-01887,690,0.8845,False
ACC-L-02441,116375.31,24277.7,21984.61,13,11,23.6,12.71,3,DEV-L-02441,IP-L-02441,761,0.8926,False
ACC-L-04310,110851.13,26483.86,19738.97,2,1,14.3,14.44,3,DEV-L-04310,IP-L-04310,318,0.8996,False
ACC-L-03717,87721.31,17682.71,12975.22,4,1,15.13,5.81,2,DEV-L-03717,IP-L-03717,34,0.9827,False
ACC-L-01431,49853.93,16549.93,11386.46,6,10,14.52,7.1,1,DEV-L-01431,IP-L-01431,468,0.8842,False
ACC-L-04584,53595.67,16987.29,14514.43,8,10,29.52,3.46,3,DEV-L-00084,IP-L-04584,497,0.9748,False
ACC-L-01193,84311.88,14725.31,10697.52,7,5,34.59,13.34,1,DEV-L-01193,IP-L-01193,517,0.8862,False
ACC-L-02993,54065.83,14891.21,8351.34,7,1,34.9,14.28,1,DEV-L-02993,IP-L-02993,100,0.9285,False
ACC-L-01421,54830.75,10002.52,7908.25,11,11,33.08,8.5,3,DEV-L-01421,IP-L-01421,61,0.9884,False
ACC-L-03586,89538.77,30500.48,23225.34,13,7,12.33,14.71,2,DEV-L-03586,IP-L-03586,515,0.9902,False
ACC-L-00929,45010.01,15223.94,9910.68,3,2,21.6,17.41,2,DEV-L-00929,IP-L-00929,606,0.9825,False
ACC-L-02548,42916.33,11971.09,7759.75,8,7,18.2,9.25,3,DEV-L-02548,IP-L-02548,357,0.9913,False
ACC-L-01442,108442.28,20073.49,17317.87,9,10,14.25,5.85,2,DEV-L-01442,IP-L-01442,672,0.9554,False
ACC-L-03706,95927.68,17193.52,10003.23,13,11,33.36,6.5,2,DEV-L-03706,IP-L-03706,504,0.8877,False
ACC-L-00122,92713.88,19361.32,14808.06,10,8,25.79,15.78,2,DEV-L-00122,IP-L-00122,729,0.9398,False
ACC-L-03360,84960.02,18377.44,12413.36,7,4,29.93,14.18,1,DEV-L-03360,IP-L-03360,215,0.9165,False
ACC-L-01666,41013.17,6035.59,4987.28,3,2,24.1,6.05,2,DEV-L-01666,IP-L-01666,270,0.9066,False
ACC-L-01107,111752.54,35186.37,25186.01,14,10,34.3,10.04,1,DEV-L-01107,IP-L-01107,130,0.97,False
ACC-L-01575,86941.39,24593.54,20914.43,2,2,21.26,17.47,3,DEV-L-01575,IP-L-01575,618,0.9278,False
ACC-L-00536,26847.39,9229.63,5534.57,14,1,13.34,16.74,1,DEV-L-00536,IP-L-00536,458,0.9671,False
ACC-L-00219,75322.83,21726.82,19898.47,14,9,31.16,6.85,2,DEV-L-00219,IP-L-00219,513,0.9898,False
ACC-F-00140,20697.23,14997.51,12146.46,18,18,4.08,66.67,11,DEV-F-0000,IP-F-0049,156,0.7963,True
ACC-L-00538,33150.46,4671.4,4276.44,13,1,14.92,7.71,3,DEV-L-00538,IP-L-00538,276,0.9789,False
ACC-L-00073,44053.22,7349.09,3707.92,5,3,32.3,2.83,2,DEV-L-00073,IP-L-00073,593,0.9556,False
ACC-F-00050,72821.6,69212.72,66039.61,17,7,2.88,83.33,5,DEV-F-0025,IP-F-0058,143,0.7122,True
ACC-L-00464,50487.28,12918.94,10653.63,12,10,32.28,10.24,2,DEV-L-00464,IP-L-00464,462,0.9452,False
ACC-L-04639,52543.81,14764.45,13938.67,7,6,24.74,3.36,2,DEV-L-00139,IP-L-04639,241,0.9006,False
ACC-L-02590,111191.39,15554.25,9905.04,4,2,25.45,14.47,3,DEV-L-02590,IP-L-02590,228,0.9166,False
ACC-L-02196,101269.14,20741.06,16517.51,2,9,17.24,14.18,3,DEV-L-02196,IP-L-02196,390,0.9881,False
ACC-L-04563,28310.85,6753.14,5001.08,3,5,17.67,17.92,2,DEV-L-00063,IP-L-04563,269,0.9364,False
ACC-L-04169,49795.05,9024.83,5025.48,11,2,18.21,9.72,1,DEV-L-04169,IP-L-04169,732,0.9095,False
ACC-L-04346,103213.49,14879.62,8394.33,3,3,28.15,13.11,3,DEV-L-04346,IP-L-04346,599,0.9086,False
ACC-L-02765,50368.07,15471.05,14560.89,8,5,24.04,9.08,2,DEV-L-02765,IP-L-02765,776,0.9102,False
ACC-L-02416,35755.39,5998.85,5597.75,6,3,16.07,4.32,2,DEV-L-02416,IP-L-02416,68,0.9573,False
ACC-L-00156,73436.13,17279.04,9030.19,5,1,31.62,16.85,3,DEV-L-00156,IP-L-00156,153,0.8829,False
ACC-L-03474,56083.79,13269.74,8704.88,11,1,31.66,4.35,1,DEV-L-03474,IP-L-03474,521,0.9468,False
ACC-L-00754,28942.43,5347.03,3261.18,4,9,12.5,10.33,2,DEV-L-00754,IP-L-00754,112,0.9798,False
ACC-L-03537,90219.35,17051.87,12883.21,5,8,24.12,6.73,3,DEV-L-03537,IP-L-03537,361,0.9545,False
ACC-L-00640,67576.23,18004.97,10795.01,7,7,18.91,14.85,2,DEV-L-00640,IP-L-00640,381,0.9855,False
ACC-L-02161,97782.95,18836.8,14668.52,2,11,18.13,13.49,3,DEV-L-02161,IP-L-02161,536,0.9071,False
ACC-L-02295,114211.57,29936.99,26842.28,3,8,21.38,7.18,1,DEV-L-02295,IP-L-02295,312,0.9816,False
ACC-L-04583,71359.48,17458.37,15027.93,2,6,15.66,13.4,3,DEV-L-00083,IP-L-04583,207,0.8956,False
ACC-L-02140,80832.66,13867.89,10603.33,10,8,31.72,14.8,1,DEV-L-02140,IP-L-02140,575,0.9765,False
ACC-L-03690,74303.04,24846.35,17131.49,3,1,12.1,6.23,2,DEV-L-03690,IP-L-03690,89,0.9976,False
ACC-F-00042,40193.25,61359.76,49573.23,14,29,2.83,65.43,9,DEV-F-0040,IP-F-0071,33,0.7648,True
ACC-L-02580,45784.52,12275.71,11228.63,11,3,23.17,5.8,2,DEV-L-02580,IP-L-02580,434,0.9085,False
ACC-L-03715,43240.76,13730.06,8838.92,3,9,19.53,14.29,3,DEV-L-03715,IP-L-03715,469,0.8811,False
ACC-L-00053,70987.32,20722.07,14779.28,11,4,34.03,17.08,1,DEV-L-00053,IP-L-00053,438,0.9568,False
ACC-L-04263,26774.11,7499.28,6840.46,4,10,34.74,13.33,1,DEV-L-04263,IP-L-04263,278,0.9634,False
ACC-L-03497,58498.98,16019.18,14612.21,6,1,26.63,3.13,1,DEV-L-03497,IP-L-03497,533,0.9142,False
ACC-L-00414,60815.73,20794.94,12957.2,6,3,34.09,2.71,3,DEV-L-00414,IP-L-00414,228,0.9628,False
ACC-L-00927,89397.52,20538.8,11757.86,6,6,17.17,16.05,2,DEV-L-00927,IP-L-00927,628,0.9538,False
ACC-L-02426,115229.77,29959.59,19069.14,7,5,26.37,11.55,3,DEV-L-02426,IP-L-02426,239,0.8885,False
ACC-L-01697,91031.84,27507.24,16108.22,12,2,33.97,16.51,1,DEV-L-01697,IP-L-01697,525,0.9265,False
ACC-L-02251,112042.21,13725.84,12237.28,8,7,33.58,6.95,1,DEV-L-02251,IP-L-02251,716,0.991,False
ACC-L-01223,57154.06,12098.71,7895.96,8,6,26.55,3.94,2,DEV-L-01223,IP-L-01223,402,0.966,False
ACC-L-03233,101702.96,30568.42,17069.71,2,6,34.65,17.82,2,DEV-L-03233,IP-L-03233,671,0.97,False
ACC-L-03270,93914.97,27840.76,25247.63,4,3,26.13,13.55,1,DEV-L-03270,IP-L-03270,102,0.8935,False
ACC-L-01882,107210.23,13937.09,9658.66,12,5,24.11,2.87,3,DEV-L-01882,IP-L-01882,583,0.8944,False
ACC-L-00776,74478.73,16618.02,10224.07,10,10,14.27,14.12,3,DEV-L-00776,IP-L-00776,379,0.9667,False
ACC-L-00711,77581.58,18167.41,11585.37,8,1,28.53,5.42,3,DEV-L-00711,IP-L-00711,621,0.9934,False
ACC-L-02639,118048.98,15895.07,9378.61,4,4,19.0,15.74,2,DEV-L-02639,IP-L-02639,221,0.9415,False
ACC-L-02884,68801.24,13482.81,11510.36,7,11,34.42,3.86,2,DEV-L-02884,IP-L-02884,65,0.9237,False
ACC-L-01759,66208.25,15342.11,9765.72,4,9,23.33,5.21,2,DEV-L-01759,IP-L-01759,136,0.8849,False
ACC-L-01899,41019.92,5528.01,3493.17,8,5,32.17,3.9,3,DEV-L-01899,IP-L-01899,767,0.8875,False
ACC-L-03073,103523.9,34030.47,18810.32,11,1,13.9,16.96,1,DEV-L-03073,IP-L-03073,539,0.9274,False
ACC-L-02088,51351.81,14551.35,11384.18,11,8,12.97,3.16,2,DEV-L-02088,IP-L-02088,45,0.909,False
ACC-L-03638,30227.3,4997.77,3599.08,7,10,27.93,15.13,3,DEV-L-03638,IP-L-03638,379,0.965,False
ACC-L-00054,86236.16,21481.21,18250.81,2,11,28.69,11.92,1,DEV-L-00054,IP-L-00054,509,0.9722,False
ACC-L-01190,92016.11,27911.03,22517.34,13,9,31.08,13.13,1,DEV-L-01190,IP-L-01190,711,0.8901,False
ACC-L-01246,109389.24,22878.08,17371.4,11,10,16.33,14.55,3,DEV-L-01246,IP-L-01246,410,0.953,False
ACC-L-02402,36203.65,4855.48,3107.25,4,8,23.94,11.2,2,DEV-L-02402,IP-L-02402,777,0.9836,False
ACC-L-02625,76160.99,26628.05,19873.28,7,3,32.92,5.75,2,DEV-L-02625,IP-L-02625,614,0.8887,False
ACC-L-00666,89347.48,11223.67,7691.43,7,5,20.28,12.68,3,DEV-L-00666,IP-L-00666,733,0.9741,False
ACC-L-03932,35333.98,11919.12,8915.76,9,6,12.8,17.38,3,DEV-L-03932,IP-L-03932,591,0.8877,False
ACC-L-03471,74368.19,13299.57,7435.26,10,5,32.81,10.28,3,DEV-L-03471,IP-L-03471,247,0.9903,False
ACC-L-02522,92700.61,14677.03,12708.83,11,10,24.35,5.44,2,DEV-L-02522,IP-L-02522,175,0.8857,False
ACC-L-01374,106027.81,31717.72,24866.05,8,7,28.3,8.25,2,DEV-L-01374,IP-L-01374,404,0.9788,False
ACC-L-03587,81041.73,14208.52,8483.52,3,8,26.25,6.15,1,DEV-L-03587,IP-L-03587,145,0.9498,False
ACC-L-00571,75974.93,13978.62,7376.85,4,1,32.59,12.98,1,DEV-L-00571,IP-L-00571,262,0.9539,False
ACC-L-03714,36905.33,11272.9,9262.73,12,1,19.69,12.08,2,DEV-L-03714,IP-L-03714,785,0.9438,False
ACC-L-01104,34912.93,4793.07,3146.18,9,9,27.28,12.9,3,DEV-L-01104,IP-L-01104,331,0.9406,False
ACC-L-04247,104289.35,35896.15,30119.94,2,3,33.77,8.83,3,DEV-L-04247,IP-L-04247,792,0.9722,False
ACC-L-00600,109594.61,27501.09,23798.32,2,1,16.37,3.76,3,DEV-L-00600,IP-L-00600,397,0.9558,False
ACC-L-00750,84369.52,11998.64,11138.27,14,1,20.6,11.01,1,DEV-L-00750,IP-L-00750,61,0.9096,False
ACC-L-03127,89242.73,20811.94,18790.68,12,1,34.83,7.57,3,DEV-L-03127,IP-L-03127,284,0.8939,False
ACC-F-00018,57938.35,86681.76,73680.96,20,19,5.21,67.83,8,DEV-F-0021,IP-F-0013,129,0.8262,True
ACC-L-01387,57825.9,11888.29,9206.04,9,4,25.34,10.33,2,DEV-L-01387,IP-L-01387,441,0.9455,False
ACC-L-01417,106203.94,35686.67,27157.29,12,1,21.17,14.13,3,DEV-L-01417,IP-L-01417,465,0.8852,False
ACC-L-00243,63918.92,22051.44,12820.74,7,3,19.69,13.69,3,DEV-L-00243,IP-L-00243,316,0.9416,False
ACC-L-01097,97098.54,18286.42,12653.27,2,4,29.79,16.92,2,DEV-L-01097,IP-L-01097,661,0.9975,False
ACC-L-03477,78241.5,22669.75,12163.82,5,9,26.21,6.73,1,DEV-L-03477,IP-L-03477,212,0.8932,False
ACC-L-04575,36690.48,7327.31,3886.62,12,2,25.73,10.54,1,DEV-L-00075,IP-L-04575,403,0.9898,False
ACC-L-03364,34806.12,11855.24,11090.05,5,11,22.64,8.13,2,DEV-L-03364,IP-L-03364,247,0.9966,False
ACC-L-03231,54670.46,18672.92,17596.34,7,11,14.61,6.21,2,DEV-L-03231,IP-L-03231,523,0.9111,False
ACC-L-00437,62004.02,10878.28,5515.98,7,3,14.07,6.11,1,DEV-L-00437,IP-L-00437,107,0.9035,False
ACC-L-03481,45763.13,10903.13,6704.41,9,5,18.34,2.04,1,DEV-L-03481,IP-L-03481,789,0.9195,False
ACC-L-01358,43527.87,6367.88,5305.32,14,6,20.37,2.98,2,DEV-L-01358,IP-L-01358,60,0.9963,False
ACC-L-03834,77390.46,15564.6,14302.46,4,8,19.22,10.77,3,DEV-L-03834,IP-L-03834,241,0.9911,False
ACC-L-03152,52893.59,10189.34,6045.11,14,9,28.06,3.98,3,DEV-L-03152,IP-L-03152,173,0.8889,False
ACC-L-00759,60149.89,17466.29,14896.72,8,1,16.7,7.41,1,DEV-L-00759,IP-L-00759,284,0.9691,False
ACC-L-02158,118298.58,39011.07,25881.56,10,4,29.3,16.42,1,DEV-L-02158,IP-L-02158,377,0.9655,False
ACC-L-00842,59618.94,11994.8,9432.32,11,5,27.61,5.17,3,DEV-L-00842,IP-L-00842,784,0.9841,False
ACC-L-01077,90534.92,22640.95,12109.93,8,11,16.27,14.68,2,DEV-L-01077,IP-L-01077,572,0.9851,False
ACC-L-01427,62329.72,17083.52,12154.08,9,4,14.74,5.92,2,DEV-L-01427,IP-L-01427,457,0.8948,False
ACC-L-01749,108249.07,19767.4,12926.59,7,9,25.31,4.86,2,DEV-L-01749,IP-L-01749,514,0.9396,False
ACC-L-01060,40209.13,8377.43,5015.31,14,9,34.43,13.27,1,DEV-L-01060,IP-L-01060,102,0.9664,False
ACC-L-03008,86522.52,24081.31,20242.65,11,5,26.31,11.28,2,DEV-L-03008,IP-L-03008,544,0.8809,False
ACC-L-01737,114471.32,28812.66,26384.49,14,2,26.57,16.3,3,DEV-L-01737,IP-L-01737,73,0.9249,False
ACC-L-03398,61764.51,12407.77,11158.11,12,3,15.91,4.42,1,DEV-L-03398,IP-L-03398,451,0.9629,False
ACC-L-00094,42911.36,11786.29,11075.02,2,10,12.19,8.94,3,DEV-L-00094,IP-L-00094,715,0.8899,False
ACC-L-04232,117318.94,40059.37,33736.95,12,1,29.96,10.86,2,DEV-L-04232,IP-L-04232,434,0.9685,False
ACC-L-00736,78727.96,21200.54,13941.61,4,2,12.1,16.79,3,DEV-L-00736,IP-L-00736,148,0.9736,False
ACC-L-04294,108869.74,23313.16,18866.94,6,7,20.61,6.18,1,DEV-L-04294,IP-L-04294,745,0.9081,False
ACC-L-03557,26715.07,3230.79,2415.65,3,10,16.27,12.81,1,DEV-L-03557,IP-L-03557,446,0.9411,False
ACC-L-04273,55905.29,10881.83,8534.95,13,8,25.54,13.59,1,DEV-L-04273,IP-L-04273,197,0.9052,False
ACC-L-03752,31933.39,10583.56,7555.5,5,2,32.51,11.36,3,DEV-L-03752,IP-L-03752,447,0.9309,False
ACC-L-02841,85910.46,19741.68,15866.56,6,9,34.23,16.22,3,DEV-L-02841,IP-L-02841,404,0.9277,False
ACC-L-03711,95284.24,19201.53,13627.97,9,5,25.73,7.7,1,DEV-L-03711,IP-L-03711,640,0.9863,False
ACC-L-00892,30129.93,6112.58,5292.97,12,10,29.92,13.5,1,DEV-L-00892,IP-L-00892,740,0.9367,False
ACC-L-02108,79736.32,20475.13,14982.56,11,7,34.79,4.76,1,DEV-L-02108,IP-L-02108,423,0.9955,False
ACC-L-00948,25207.49,8177.6,5082.39,14,4,30.27,5.24,3,DEV-L-00948,IP-L-00948,270,0.9368,False
ACC-F-00085,64636.78,43378.2,37286.56,14,8,5.41,68.68,8,DEV-F-0019,IP-F-0030,103,0.644,True
ACC-L-01268,77960.08,20901.62,16215.16,3,3,23.95,12.91,1,DEV-L-01268,IP-L-01268,31,0.9461,False
ACC-L-00266,41041.55,5431.27,4469.17,12,6,14.03,5.11,3,DEV-L-00266,IP-L-00266,674,0.9448,False
ACC-L-01131,78703.76,14333.69,9697.88,13,2,16.11,2.02,2,DEV-L-01131,IP-L-01131,471,0.9722,False
ACC-L-02466,26649.59,7162.1,5323.22,3,10,17.31,6.11,2,DEV-L-02466,IP-L-02466,691,0.9908,False
ACC-L-02834,119121.91,21688.31,18285.38,3,10,32.68,5.17,1,DEV-L-02834,IP-L-02834,561,0.9771,False
ACC-L-00764,48805.25,10321.22,7149.0,8,1,32.54,13.51,3,DEV-L-00764,IP-L-00764,560,0.9908,False
ACC-F-00128,61939.44,54827.53,51913.91,17,29,3.43,90.16,7,DEV-F-0027,IP-F-0023,137,0.5611,True
ACC-L-01114,75683.32,23415.98,22052.64,6,10,22.05,13.85,1,DEV-L-01114,IP-L-01114,315,0.8846,False
ACC-L-03373,45887.84,11671.31,9116.49,9,10,29.52,15.86,3,DEV-L-03373,IP-L-03373,36,0.9544,False
ACC-L-04720,49146.0,8289.55,5056.81,14,4,23.15,2.66,2,DEV-L-00220,IP-L-04720,551,0.9024,False
ACC-L-00641,72297.57,22673.67,19513.15,14,9,17.29,8.5,1,DEV-L-00641,IP-L-00641,38,0.9716,False
ACC-L-02543,69524.65,19915.48,17518.27,8,4,23.1,8.18,2,DEV-L-02543,IP-L-02543,293,0.8945,False
ACC-L-03988,79159.87,20210.17,18325.64,12,3,34.67,2.5,2,DEV-L-03988,IP-L-03988,523,0.9878,False
ACC-L-01109,106884.69,24914.17,13889.26,11,10,14.34,7.25,2,DEV-L-01109,IP-L-01109,160,0.9351,False
ACC-L-00057,116003.74,28052.23,17079.66,14,10,27.63,3.22,2,DEV-L-00057,IP-L-00057,745,0.9698,False
ACC-L-01411,98468.55,30815.01,20494.78,13,4,23.16,5.22,1,DEV-L-01411,IP-L-01411,768,0.9655,False
ACC-L-02181,113378.48,28570.56,17415.67,4,11,20.98,2.75,1,DEV-L-02181,IP-L-02181,593,0.9894,False
ACC-L-03684,105370.71,33388.28,26493.01,4,11,15.2,16.88,3,DEV-L-03684,IP-L-03684,230,0.9477,False
ACC-L-01067,26167.61,6713.04,6035.23,10,8,26.4,2.49,2,DEV-L-01067,IP-L-01067,271,0.9949,False
ACC-L-04053,90615.94,24571.75,17160.78,11,4,28.96,3.97,1,DEV-L-04053,IP-L-04053,493,0.9792,False
ACC-L-02224,40128.03,11746.43,9630.73,3,1,31.48,6.5,3,DEV-L-02224,IP-L-02224,283,0.9236,False
ACC-L-02292,69247.67,19858.91,17597.46,6,2,17.08,12.72,2,DEV-L-02292,IP-L-02292,557,0.9511,False
ACC-L-00996,49324.23,7279.05,6625.26,7,5,16.15,2.61,3,DEV-L-00996,IP-L-00996,63,0.9787,False
ACC-L-00958,43647.28,7296.2,5768.32,9,2,13.51,11.95,1,DEV-L-00958,IP-L-00958,792,0.9678,False
ACC-F-00216,46411.94,38417.35,30422.47,27,4,1.63,63.82,11,DEV-F-0011,IP-F-0042,168,0.7442,True
ACC-L-04042,52895.14,17351.58,14878.09,13,3,21.96,3.14,3,DEV-L-04042,IP-L-04042,318,0.9827,False
ACC-L-02812,107106.1,37354.39,21746.8,7,11,26.63,13.73,3,DEV-L-02812,IP-L-02812,86,0.9793,False
ACC-L-00989,98291.06,12251.98,9824.15,3,9,19.98,15.8,3,DEV-L-00989,IP-L-00989,655,0.8991,False
ACC-L-02039,61994.29,7854.07,7217.4,8,3,33.83,17.1,1,DEV-L-02039,IP-L-02039,107,0.9324,False
ACC-L-02490,115863.71,26320.72,24486.34,7,6,29.66,9.48,3,DEV-L-02490,IP-L-02490,592,0.9655,False
ACC-L-00025,81916.46,16489.45,11646.66,7,5,29.15,10.79,1,DEV-L-00025,IP-L-00025,641,0.9125,False
ACC-L-00239,52160.55,14325.88,8258.05,13,3,19.62,14.26,1,DEV-L-00239,IP-L-00239,349,0.8828,False
ACC-L-00785,62738.0,11405.84,7487.02,12,1,20.46,10.88,1,DEV-L-00785,IP-L-00785,409,0.9727,False
ACC-L-00979,81570.51,18218.68,12571.46,9,5,20.56,3.73,3,DEV-L-00979,IP-L-00979,98,0.9816,False
ACC-L-04335,97185.54,18823.57,13367.86,14,10,26.07,2.2,1,DEV-L-04335,IP-L-04335,60,0.8954,False
ACC-L-00758,69111.52,12321.31,8960.83,12,9,31.73,6.26,1,DEV-L-00758,IP-L-00758,355,0.941,False
ACC-L-04439,73996.4,24807.33,22261.6,4,8,28.78,17.26,2,DEV-L-04439,IP-L-04439,797,0.923,False
ACC-L-03776,45078.97,7315.72,6020.69,6,10,20.28,18.0,3,DEV-L-03776,IP-L-03776,214,0.9456,False
ACC-L-02932,54345.27,11589.17,10846.26,2,2,26.99,2.92,1,DEV-L-02932,IP-L-02932,617,0.9157,False
ACC-L-02282,69602.71,17382.1,8822.28,14,8,18.79,9.24,1,DEV-L-02282,IP-L-02282,755,0.9533,False
ACC-L-03919,31382.98,6745.81,4268.81,8,6,33.43,6.26,2,DEV-L-03919,IP-L-03919,264,0.9554,False
ACC-L-00808,103139.19,17565.66,10703.39,14,2,24.18,8.33,2,DEV-L-00808,IP-L-00808,407,0.994,False
ACC-L-01916,93330.78,22980.11,14274.74,5,2,27.67,12.92,1,DEV-L-01916,IP-L-01916,37,0.906,False
ACC-L-04328,85626.05,14806.69,9890.58,10,1,32.5,7.51,1,DEV-L-04328,IP-L-04328,188,0.9315,False
ACC-L-00031,51482.19,8672.8,8073.09,4,3,16.61,17.91,3,DEV-L-00031,IP-L-00031,31,0.8852,False
ACC-L-03315,64559.52,8237.58,5063.99,12,9,21.84,9.5,2,DEV-L-03315,IP-L-03315,659,0.9559,False
ACC-L-01066,101114.94,30080.04,27486.8,8,10,32.03,12.14,2,DEV-L-01066,IP-L-01066,101,0.9004,False
ACC-L-04728,65062.75,9091.28,6411.91,3,3,13.47,2.52,2,DEV-L-00228,IP-L-04728,795,0.9346,False
ACC-L-00718,95684.7,22556.75,11966.54,9,5,30.54,6.63,2,DEV-L-00718,IP-L-00718,671,0.9676,False
ACC-L-02876,51261.0,15982.81,9054.66,5,4,33.97,15.46,3,DEV-L-02876,IP-L-02876,209,0.8817,False
ACC-L-03670,45990.44,11912.6,10760.87,3,6,27.49,14.9,2,DEV-L-03670,IP-L-03670,789,0.9218,False
ACC-L-02916,28787.68,9159.96,8683.79,2,10,14.67,10.68,1,DEV-L-02916,IP-L-02916,560,0.8997,False
ACC-L-03269,34752.03,8334.45,7873.53,7,4,22.61,8.18,1,DEV-L-03269,IP-L-03269,287,0.9742,False
ACC-L-00369,27056.33,3817.89,3078.86,12,1,23.83,10.63,3,DEV-L-00369,IP-L-00369,621,0.9687,False
ACC-L-03096,114061.02,28808.42,21957.47,3,5,30.59,14.7,2,DEV-L-03096,IP-L-03096,226,0.936,False
ACC-L-01492,48931.29,10320.45,9726.23,14,1,20.66,6.82,3,DEV-L-01492,IP-L-01492,489,0.9646,False
ACC-L-01140,101417.66,17000.59,11070.13,7,8,13.71,17.87,1,DEV-L-01140,IP-L-01140,447,0.9703,False
ACC-L-03800,76327.24,17234.41,14690.99,3,4,12.81,5.83,2,DEV-L-03800,IP-L-03800,218,0.9602,False
ACC-L-01597,84936.49,14319.32,8370.28,11,7,32.44,9.49,1,DEV-L-01597,IP-L-01597,208,0.8856,False
ACC-L-01329,86261.25,22580.18,13663.92,14,8,22.77,16.21,2,DEV-L-01329,IP-L-01329,782,0.908,False
ACC-L-01405,80026.01,18191.99,12532.96,11,7,13.73,17.15,3,DEV-L-01405,IP-L-01405,246,0.9466,False
ACC-L-02102,96967.19,27752.94,14960.56,3,11,14.74,8.55,1,DEV-L-02102,IP-L-02102,194,0.8907,False
ACC-L-01962,112418.3,23960.73,18353.23,5,9,21.25,15.13,1,DEV-L-01962,IP-L-01962,237,0.969,False
ACC-L-01770,69609.82,18477.56,12822.3,4,6,22.33,16.25,3,DEV-L-01770,IP-L-01770,792,0.9767,False
ACC-L-04722,64088.58,12643.53,9577.08,2,3,20.27,15.61,3,DEV-L-00222,IP-L-04722,95,0.9969,False
ACC-L-01706,73169.53,9095.56,6150.61,10,1,22.93,8.75,1,DEV-L-01706,IP-L-01706,517,0.9234,False
ACC-L-01057,92946.04,11937.74,8275.17,6,1,25.41,16.97,2,DEV-L-01057,IP-L-01057,286,0.89,False
ACC-L-01753,77470.72,12894.09,11056.1,13,3,13.41,15.51,3,DEV-L-01753,IP-L-01753,683,0.8963,False
ACC-L-04205,40593.43,6063.79,4320.79,11,5,34.34,5.65,2,DEV-L-04205,IP-L-04205,525,0.8876,False
ACC-L-00325,78714.51,9826.1,5065.3,13,10,30.78,16.16,1,DEV-L-00325,IP-L-00325,444,0.9878,False
ACC-L-03839,31952.17,4115.69,2176.3,10,1,15.9,6.03,1,DEV-L-03839,IP-L-03839,154,0.9762,False
ACC-L-04069,26919.77,9362.91,4929.33,9,2,13.21,12.0,3,DEV-L-04069,IP-L-04069,537,0.9524,False
ACC-L-04186,81485.89,25718.03,15800.94,6,11,29.29,3.4,2,DEV-L-04186,IP-L-04186,555,0.9691,False
ACC-L-01456,97725.48,12094.48,8397.61,14,7,28.24,8.3,3,DEV-L-01456,IP-L-01456,147,0.8967,False
ACC-L-03492,72201.24,18443.54,15713.57,13,3,25.96,10.83,1,DEV-L-03492,IP-L-03492,473,0.9675,False
ACC-L-03220,73181.83,16346.24,9994.02,13,1,24.61,7.04,1,DEV-L-03220,IP-L-03220,296,0.925,False
ACC-L-01030,113457.46,23047.04,15640.17,13,3,20.64,4.26,3,DEV-L-01030,IP-L-01030,750,0.9276,False
ACC-L-00611,95455.59,18099.07,14444.28,10,9,30.75,16.23,2,DEV-L-00611,IP-L-00611,220,0.9683,False
ACC-L-03895,99934.87,32978.87,27669.03,11,3,31.18,2.65,1,DEV-L-03895,IP-L-03895,743,0.9508,False
ACC-L-01551,76048.86,21546.58,11318.3,2,11,25.43,15.93,2,DEV-L-01551,IP-L-01551,204,0.9951,False
