account_id,declared_monthly_income,account_age_days,country_of_registration,avg_monthly_deposit,avg_monthly_withdrawal,deposit_income_ratio,num_deposits_30d,num_withdrawals_30d,deposit_withdraw_time_hours,net_flow_ratio,num_logins_30d,vpn_login_ratio,countries_accessed,high_risk_country_access,device_id,ip_address,kyc_doc_score,face_match_score,selfie_liveness_pass,shared_device_count,shared_ip_count,linked_account_count
ACC-006287,21690.9921003248,287,NL,16020.56,5994.48,0.7385812298247056,9,3,28.1,0.626,23,0.094,"[""NL""]",False,DEV-L01619,IP-L01793,0.774,0.794,True,1,0,1
ACC-006288,6004.38885684119,625,IN,4810.23,3994.1,0.8011184355315257,4,3,151.1,0.17,22,0.136,"[""SG"", ""US"", ""CA"", ""IT"", ""IN""]",False,DEV-L06005,IP-L00645,0.784,0.937,True,0,0,0
ACC-006289,1696.6063031902831,18,SG,2123.21,1952.22,1.2514447954218217,18,16,22.1,0.081,25,0.836,"[""ZZ"", ""CA"", ""SG"", ""NL"", ""GB"", ""YY"", ""BR""]",True,DEV-C03,IP-C03,0.56,0.541,True,49,51,100
ACC-006290,4619.602337631124,1052,SG,5028.73,3884.01,1.0885625620129795,4,5,28.0,0.228,23,0.227,"[""ES"", ""BR""]",False,DEV-L07109,IP-L03584,0.707,0.785,True,0,1,1
ACC-006291,10211.842965596017,495,MX,17705.92,11180.54,1.7338613144973707,6,4,24.0,0.369,41,0.082,"[""ES""]",False,DEV-L03735,IP-L00661,0.772,0.874,True,1,1,2
ACC-006292,4464.235827176815,280,FR,5357.08,5020.05,1.2,11,10,6.2,0.063,40,0.843,"[""DE"", ""SG"", ""IN"", ""CA"", ""ZZ""]",True,DEV-C05,IP-C06,0.451,0.544,False,49,53,102
ACC-006293,5751.116493198326,65,MX,5284.24,2711.7,0.9188203879796336,2,4,24.0,0.487,33,0.261,"[""CA"", ""AU"", ""US"", ""SG""]",False,DEV-L08203,IP-L05209,0.655,0.801,True,3,4,7
ACC-006294,10957.51346185232,110,FR,11135.2,3910.31,1.0162155957388426,7,3,24.0,0.649,40,0.194,"[""AU"", ""YY""]",True,DEV-L03023,IP-L04735,0.714,0.74,True,0,1,1
ACC-006295,4775.392325837416,555,BR,2883.74,1334.81,0.603875868986362,6,5,25.5,0.537,39,0.071,"[""FR"", ""BR"", ""MX"", ""US""]",False,DEV-L06471,IP-L02771,0.731,0.824,False,1,0,1
ACC-006296,4292.554474378154,115,NL,3926.33,1665.85,0.9146842612910058,6,4,79.7,0.576,24,0.218,"[""BR"", ""ZZ"", ""IN"", ""YY""]",True,DEV-L06235,IP-L04019,0.712,0.883,True,1,1,2
ACC-006297,12118.907603347863,1111,CA,8293.92,3850.74,0.6843784761732509,5,3,37.7,0.536,32,0.064,"[""IN"", ""GB""]",False,DEV-L00034,IP-L07618,0.946,0.876,True,0,1,1
ACC-006298,9088.83416252456,1119,ZZ,15471.51,12096.58,1.7022546937157106,5,7,24.0,0.218,24,0.283,"[""SG"", ""NL"", ""MX"", ""ES""]",False,DEV-L07543,IP-L03176,0.764,0.947,True,1,0,1
ACC-006299,6759.955759395343,639,YY,3889.12,1353.51,0.5753173555374188,11,4,38.3,0.652,32,0.069,"[""IN"", ""GB""]",False,DEV-L02153,IP-L04687,0.824,0.742,True,0,3,3
ACC-006300,4620.196066741487,294,MX,2647.4,1798.14,0.5730059771086673,5,5,24.0,0.321,36,0.191,"[""MX"", ""BR"", ""IN"", ""AU""]",False,DEV-L01586,IP-L08056,0.58,0.514,True,4,2,6
ACC-006301,2448.346081433705,284,ES,3253.3,1666.41,1.328773898322249,8,6,59.0,0.488,50,0.045,"[""SG"", ""YY"", ""FR""]",True,DEV-L03658,IP-L00952,0.748,0.807,True,2,0,2
ACC-006302,16648.04432087474,987,BR,18289.98,10795.86,1.09862623620417,2,2,31.2,0.41,47,0.13,"[""CA"", ""SG"", ""YY"", ""FR""]",True,DEV-L05365,IP-L02871,0.745,0.828,True,1,1,2
ACC-006303,9548.732014671252,743,GB,11334.29,4847.54,1.1869945640574495,5,7,150.2,0.572,35,0.151,"[""US""]",False,DEV-L02978,IP-L02970,0.644,0.948,True,0,0,0
ACC-006304,4680.360344684731,170,AU,4975.15,4338.94,1.0629845187758562,5,3,394.2,0.128,23,0.098,"[""CA"", ""US"", ""IN"", ""GB""]",False,DEV-L01959,IP-L05182,0.348,0.487,True,1,0,1
ACC-006305,10088.066182460714,614,AU,12690.99,8860.64,1.258020264308658,7,5,48.5,0.302,43,0.219,"[""FR"", ""US"", ""NL""]",False,DEV-L01575,IP-L08791,0.877,0.879,True,0,2,2
ACC-006306,9001.376310021733,1780,SG,10165.65,4280.98,1.1293439541801955,4,2,51.1,0.579,48,0.043,"[""YY"", ""ZZ"", ""AU""]",True,DEV-L05626,IP-L08752,0.729,0.718,True,0,1,1
ACC-006307,3409.266716719422,711,IN,4037.37,2399.23,1.1842353187325754,7,9,85.2,0.406,37,0.084,"[""SG"", ""XX"", ""NL"", ""DE""]",True,DEV-L06884,IP-L02811,0.983,0.715,True,0,1,1
ACC-006308,4160.497071199694,278,IT,5755.85,2263.18,1.383452945538156,3,3,24.0,0.607,34,0.04,"[""FR"", ""IT"", ""BR"", ""CA""]",False,DEV-L00048,IP-L01386,0.612,0.779,True,0,0,0
ACC-006309,7846.8767520113415,322,XX,5631.76,4762.82,0.7177076665442623,3,7,24.0,0.154,33,0.323,"[""CA"", ""IT"", ""ES""]",False,DEV-L04372,IP-L03842,0.806,0.852,False,0,2,2
ACC-006310,2903.87757257495,277,DE,1837.82,1070.64,0.6328864543975413,10,7,47.4,0.417,40,0.315,"[""FR"", ""ZZ"", ""GB"", ""NL""]",True,DEV-L08421,IP-L07806,0.788,0.861,True,1,3,4
ACC-006311,7430.990425222154,259,MX,8646.93,2977.62,1.1636315535439279,5,3,24.0,0.656,42,0.162,"[""IT""]",False,DEV-L06368,IP-L01685,0.82,0.902,True,0,1,1
ACC-006312,4288.315055593603,120,XX,3884.02,1516.77,0.9057216740642712,2,8,50.7,0.609,46,0.268,"[""MX"", ""IT"", ""NL"", ""BR""]",False,DEV-L08139,IP-L05133,0.989,0.869,True,2,1,3
ACC-006313,3125.3295553280946,449,IT,2311.99,1384.23,0.7397577538990978,6,7,50.0,0.401,8,0.361,"[""YY"", ""CA"", ""MX""]",True,DEV-L02422,IP-L02750,0.673,0.842,True,5,2,7
ACC-006314,2806.913086185319,84,AU,4890.51,2043.94,1.742309532005577,12,3,64.3,0.582,34,0.12,"[""ZZ"", ""ES""]",True,DEV-L06309,IP-L08698,0.683,0.629,True,2,2,4
ACC-006315,4294.01734409315,879,SG,9939.46,7222.6,2.314722432860555,3,1,57.8,0.273,48,0.047,"[""ES"", ""IN"", ""IT""]",False,DEV-L01462,IP-L07471,0.927,0.75,True,1,2,3
ACC-006316,5901.752023178405,290,AU,2141.16,1189.44,0.3627998995104494,6,1,52.9,0.444,35,0.16,"[""BR"", ""DE"", ""CA"", ""AU""]",False,DEV-L05390,IP-L00112,0.85,0.81,True,1,0,1
ACC-006317,3453.1231184397875,1512,US,1404.73,897.09,0.40679962648333423,6,5,24.0,0.361,37,0.042,"[""ES"", ""GB"", ""MX""]",False,DEV-L05254,IP-L02811,0.831,0.822,True,2,1,3
ACC-006318,3966.149924877729,149,AU,4692.66,3148.32,1.183177061435156,9,7,24.0,0.329,16,0.359,"[""ES""]",False,DEV-L07227,IP-L08421,0.628,0.802,True,3,1,4
ACC-006319,5484.957039048306,352,MX,1973.39,1714.53,0.35978236677635117,3,6,112.0,0.131,26,0.473,"[""IN"", ""AU""]",False,DEV-L04254,IP-L02518,0.917,0.789,True,1,1,2
ACC-006320,25000.0,450,SG,39932.37,34347.45,1.59729462088427,7,4,43.8,0.14,21,0.237,"[""ZZ"", ""SG"", ""MX""]",True,DEV-L01041,IP-L05112,0.965,0.926,True,1,2,3
ACC-006321,5981.555763186724,127,MX,9838.04,5170.12,1.644728536254762,9,1,229.1,0.474,50,0.146,"[""XX"", ""AU""]",True,DEV-L01383,IP-L01302,0.696,0.812,True,2,0,2
ACC-006322,6294.342839511099,658,IN,6210.45,5201.14,0.9866718871588017,8,7,67.4,0.163,47,0.195,"[""DE""]",False,DEV-L02564,IP-L01260,0.847,0.903,True,0,0,0
ACC-006323,4911.197271461825,127,CA,5215.71,4675.29,1.062004769255053,1,4,103.0,0.104,29,0.05,"[""FR"", ""GB""]",False,DEV-L00357,IP-L05404,0.631,0.933,True,2,0,2
ACC-006324,17455.340608499748,619,BR,14965.0,12389.74,0.85733054408635,9,4,24.0,0.172,44,0.467,"[""ES"", ""ZZ""]",True,DEV-L08083,IP-L00418,0.778,0.811,True,2,2,4
ACC-006325,1504.7052509531977,1777,XX,1127.4,372.6,0.7492480222157223,6,2,47.7,0.67,22,0.126,"[""CA"", ""ZZ""]",True,DEV-L03955,IP-L01593,0.905,0.78,True,2,0,2
ACC-006326,2555.748716421399,730,AU,1884.64,935.32,0.7374127907232517,8,3,24.0,0.504,45,0.184,"[""YY"", ""IN""]",True,DEV-L00244,IP-L04572,0.889,0.839,True,1,1,2
ACC-006327,2977.78990393453,258,MX,4088.47,1495.55,1.3729893017254484,5,7,105.9,0.634,25,0.094,"[""CA"", ""NL""]",False,DEV-L00249,IP-L06620,0.753,0.69,True,0,0,0
ACC-006328,2735.1013901234383,84,YY,7172.4,7140.7,2.6223524570931622,14,14,7.3,0.004,28,0.761,"[""SG"", ""DE"", ""CA"", ""XX"", ""ZZ""]",True,DEV-C06,IP-C06,0.739,0.388,True,49,53,102
ACC-006329,2055.7727541955187,23,NL,6206.85,5420.26,3.019228247496382,9,10,14.6,0.127,35,0.596,"[""IN"", ""CA"", ""US"", ""XX"", ""ZZ"", ""AU"", ""GB""]",True,DEV-C09,IP-C09,0.331,0.278,True,49,49,98
ACC-006330,7960.739812694122,517,NL,9691.93,4003.98,1.217465447419563,6,3,25.4,0.587,30,0.326,"[""ZZ"", ""NL"", ""FR""]",True,DEV-L05971,IP-L00510,0.877,0.937,True,0,2,2
ACC-006331,1054.0027551454903,209,CA,1292.67,548.53,1.2264435879210855,7,6,24.0,0.576,47,0.252,"[""NL""]",False,DEV-L05968,IP-L04869,0.719,0.75,True,2,1,3
ACC-006332,5968.600733927956,435,MX,11954.46,6277.07,2.0028908286001994,5,3,24.0,0.475,41,0.083,"[""GB"", ""SG"", ""YY""]",True,DEV-L07647,IP-L00073,0.609,0.88,True,2,2,4
ACC-006333,2343.2978454806116,119,ZZ,2135.3,1403.6,0.9112363667387735,8,7,58.0,0.343,46,0.091,"[""IN""]",False,DEV-L05141,IP-L02126,0.859,0.666,True,1,1,2
ACC-006334,8330.63154024216,1253,XX,10757.41,7622.36,1.2913072662116842,12,4,32.5,0.291,43,0.107,"[""ES"", ""NL"", ""US""]",False,DEV-L06470,IP-L03679,0.878,0.933,True,0,4,4
ACC-006335,2570.7588524576404,548,AU,3612.71,1130.93,1.405308864813597,11,7,24.0,0.687,37,0.07,"[""YY"", ""GB""]",True,DEV-L00984,IP-L01298,0.571,0.954,True,3,0,3
ACC-006336,3065.2406315918447,238,BR,2127.13,1890.43,0.6939517160556735,6,6,37.8,0.111,31,0.057,"[""SG"", ""DE""]",False,DEV-L03955,IP-L05713,0.787,0.722,True,2,1,3
ACC-006337,2149.2997637060726,679,FR,1746.99,566.81,0.812816918681404,4,4,24.0,0.676,24,0.198,"[""IN""]",False,DEV-L03045,IP-L06716,0.663,0.909,True,3,3,6
ACC-006338,2518.103472126078,245,MX,2391.74,2124.09,0.9498194656707735,5,3,68.4,0.112,32,0.278,"[""NL"", ""IN"", ""XX"", ""CA"", ""IT"", ""MX"", ""DE""]",True,DEV-L06533,IP-L02727,0.671,0.855,True,1,3,4
ACC-006339,4800.525538622787,332,CA,3372.48,1555.83,0.7025236451412529,5,5,21.564920223689743,0.539,51,0.226,"[""GB""]",False,DEV-L05700,IP-L04690,0.756,0.711,True,1,0,1
ACC-006340,3910.578191859104,72,IT,6045.58,5458.6,1.5459555846058237,10,11,21.4,0.097,51,0.667,"[""CA"", ""XX"", ""US"", ""BR"", ""SG"", ""YY""]",True,DEV-C02,IP-C02,0.347,0.329,True,49,47,96
ACC-006341,3166.454698502543,2458,XX,3311.56,2742.28,1.0458266623240946,8,5,24.0,0.172,50,0.109,"[""AU"", ""ZZ"", ""YY""]",True,DEV-L03682,IP-L07637,0.559,0.908,True,0,1,1
ACC-006342,1902.9362142071004,130,XX,1791.13,1057.57,0.9412461160130967,4,2,24.0,0.41,49,0.7890636095152518,"[""GB"", ""FR"", ""IT"", ""BR""]",False,DEV-L01051,IP-L08820,0.712,0.804,True,0,0,0
ACC-006343,3149.5821527736857,877,YY,1888.53,1417.68,0.5996116898389239,7,2,34.5,0.249,42,0.068,"[""FR"", ""SG"", ""DE""]",False,DEV-L06762,IP-L08058,0.776,0.959,True,0,1,1
ACC-006344,9293.988832550069,199,XX,10106.47,7061.92,1.0874197383002275,7,8,357.0,0.301,17,0.219,"[""CA"", ""SG"", ""DE"", ""GB"", ""BR"", ""MX""]",False,DEV-L03974,IP-L06659,0.82,0.843,True,1,2,3
ACC-006345,5359.428583771218,2355,MX,5823.62,4618.99,1.0866125514559632,7,2,77.7,0.207,49,0.656,"[""US"", ""NL"", ""IN"", ""IT"", ""SG""]",False,DEV-L01951,IP-L03921,0.749,0.684,True,1,0,1
ACC-006346,6170.94836271027,161,XX,5589.8,3541.9,0.9058245764155185,12,3,24.0,0.366,44,0.189,"[""ZZ"", ""YY"", ""AU""]",True,DEV-L06725,IP-L01171,0.69,0.971,True,0,1,1
ACC-006347,11275.493710297227,165,IN,13487.85,6770.11,1.1962091702702344,8,1,88.3,0.498,19,0.081,"[""FR""]",False,DEV-L03631,IP-L02310,0.854,0.923,True,0,1,1
ACC-006348,8443.374251860387,869,NL,10595.27,5832.77,1.2548615540696346,5,5,46.0,0.449,38,0.155,"[""AU"", ""US"", ""GB""]",False,DEV-L03067,IP-L02339,0.788,0.972,True,0,0,0
ACC-006349,10374.599595433543,404,ES,6222.8,2387.2,0.5998112492266474,6,6,39.7,0.616,53,0.111,"[""IN"", ""MX"", ""US""]",False,DEV-L01054,IP-L07211,0.874,0.949,True,1,2,3
ACC-006350,5485.7933697212175,913,SG,4013.54,1895.12,0.7316248852345172,6,5,24.0,0.528,27,0.26,"[""NL"", ""GB""]",False,DEV-L04014,IP-L07301,0.779,0.696,True,3,1,4
ACC-006351,3448.9257137001937,1367,ZZ,1356.23,1194.08,0.39323232692564586,8,8,24.0,0.12,48,0.2,"[""XX"", ""DE"", ""US""]",True,DEV-L01022,IP-L08641,0.822,0.826,True,0,1,1
ACC-006352,5208.429052657079,488,CA,12851.1,7165.36,2.4673664855544466,3,3,41.1,0.442,31,0.23,"[""IN"", ""DE""]",False,DEV-L00522,IP-L02508,0.844,0.807,True,1,0,1
ACC-006353,5247.068889225103,1118,BR,2672.64,1945.95,0.5093583771898037,6,4,61.9,0.272,27,0.24,"[""SG"", ""YY"", ""ZZ"", ""IT""]",True,DEV-L00017,IP-L07423,0.915,0.898,True,0,0,0
ACC-006354,1471.0417294052822,57,GB,2927.55,1424.23,1.9901189456680464,4,3,47.2,0.514,24,0.219,"[""IN"", ""YY"", ""NL"", ""CA"", ""US""]",True,DEV-L01632,IP-L03613,0.714,0.911,True,0,4,4
ACC-006355,3993.7703011781846,581,CA,4575.15,3347.72,1.1455717374184147,8,9,24.0,0.268,20,0.133,"[""CA"", ""NL"", ""AU""]",False,DEV-L06590,IP-L02400,0.512,0.964,True,4,0,4
ACC-006356,9360.063116149566,331,MX,5347.12,3133.9,0.5712694072399905,7,4,24.0,0.414,41,0.131,"[""XX""]",True,DEV-L02588,IP-L00321,0.621,0.943,True,1,1,2
ACC-006357,1485.998980136072,1822,ES,2118.46,1638.21,1.425612021516381,6,7,114.1,0.227,37,0.236,"[""US"", ""IN"", ""FR"", ""YY"", ""ZZ""]",True,DEV-L00833,IP-L08403,0.738,0.701,True,1,0,1
ACC-006358,1716.742971389138,45,NL,1773.69,956.98,1.0331703895527762,7,3,24.0,0.46,43,0.188,"[""CA""]",False,DEV-L00158,IP-L02619,0.689,0.926,True,0,0,0
ACC-006359,2624.30098592406,194,CA,4363.86,3834.29,1.6628641114179397,7,4,49.7,0.121,26,0.081,"[""ES"", ""ZZ"", ""IT""]",True,DEV-L03164,IP-L06813,0.932,0.801,False,0,1,1
ACC-006360,3377.024853651332,108,NL,4358.66,1789.31,1.2906791535503364,6,8,24.0,0.589,32,0.139,"[""FR"", ""NL"", ""MX"", ""AU""]",False,DEV-L07166,IP-L02451,0.792,0.905,True,2,0,2
ACC-006361,4356.397287582868,500,SG,7196.74,4341.66,1.651992542233025,8,7,24.0,0.397,46,0.037,"[""IN"", ""BR""]",False,DEV-L00403,IP-L01690,0.861,0.939,True,2,0,2
ACC-006362,14884.00723479194,519,ZZ,13288.37,5296.5,0.8927951074451895,7,2,32.3,0.601,51,0.099,"[""DE"", ""CA"", ""MX"", ""SG""]",False,DEV-L04288,IP-L08116,0.723,0.648,True,2,1,3
ACC-006363,2471.695237168314,267,SG,4012.04,3523.87,1.6231948074349516,15,16,12.3,0.122,35,0.786,"[""XX"", ""NL"", ""US"", ""AU"", ""CA"", ""SG"", ""DE""]",True,DEV-C06,IP-C06,0.45,0.412,True,49,53,102
ACC-006364,5721.388902195377,900,CA,6096.11,3728.17,1.0654949112760286,9,8,61.3,0.388,58,0.087,"[""CA"", ""ES"", ""IT"", ""AU""]",False,DEV-L04445,IP-L06459,0.866,0.815,True,3,1,4
ACC-006365,4401.052748778335,1216,XX,7479.16,3030.0,1.6994034995678726,6,4,42.5,0.595,36,0.354,"[""MX"", ""BR"", ""CA""]",False,DEV-L01944,IP-L03571,0.823,0.892,True,2,1,3
ACC-006366,4647.852732744837,580,BR,3548.55,1295.05,0.7634810755575839,9,10,38.5,0.635,17,0.165,"[""YY"", ""US"", ""IT""]",True,DEV-L04747,IP-L07154,0.91,0.752,True,0,2,2
ACC-006367,8408.472521312691,106,NL,9855.86,7967.51,1.1721346132675607,12,1,24.0,0.192,29,0.097,"[""ES"", ""US""]",False,DEV-L00592,IP-L05327,0.897,0.701,True,0,2,2
ACC-006368,10070.583129761406,231,SG,7468.02,3878.3,0.7415673790558629,4,4,24.4,0.481,36,0.09,"[""CA""]",False,DEV-L00496,IP-L02421,0.697,0.769,True,1,1,2
ACC-006369,3153.1346500501663,800,NL,4060.04,2951.25,1.2876199302410993,6,8,24.0,0.273,41,0.053,"[""BR"", ""CA"", ""AU""]",False,DEV-L04127,IP-L07016,0.831,0.969,True,0,0,0
ACC-006370,6309.910272790281,518,FR,6071.99,3568.56,0.9622949342788684,4,6,24.0,0.412,33,0.069,"[""CA"", ""AU"", ""IN""]",False,DEV-L00461,IP-L04966,0.736,0.916,True,2,1,3
ACC-006371,5417.5039458293195,212,MX,5814.71,4347.59,1.0733196813915018,11,5,24.0,0.252,51,0.306,"[""SG"", ""MX"", ""AU""]",False,DEV-L00165,IP-L01728,0.563,0.93,True,2,0,2
ACC-006372,9393.837489990097,1136,GB,16111.64,7364.58,1.7151289174202888,11,7,110.1,0.543,40,0.394,"[""ES"", ""DE"", ""BR"", ""NL""]",False,DEV-L02173,IP-L00037,0.772,0.963,True,1,1,2
ACC-006373,11720.46101579321,728,IT,10972.14,3943.26,0.9361523381452413,8,8,24.0,0.641,44,0.069,"[""ZZ""]",True,DEV-L07486,IP-L02021,0.851,0.867,True,0,2,2
ACC-006374,6095.668876499544,1121,NL,6840.19,4196.23,1.1221393384410068,6,4,24.0,0.387,41,0.332,"[""GB"", ""IT""]",False,DEV-L04521,IP-L08839,0.789,0.902,True,1,1,2
ACC-006375,4449.6307916063615,590,BR,6701.86,4563.17,1.5061603328579631,3,2,111.8,0.319,23,0.11,"[""CA"", ""NL"", ""BR"", ""YY""]",True,DEV-L04607,IP-L06368,0.872,0.685,True,0,0,0
ACC-006376,1905.7632279782165,197,FR,1673.41,1454.8,0.8780779849574799,5,2,60.9,0.131,36,0.045,"[""US"", ""ES"", ""NL"", ""CA"", ""IN""]",False,DEV-L05873,IP-L07498,0.867,0.897,True,2,1,3
ACC-006377,2497.071130361643,1729,IT,2204.03,1683.71,0.882644491788726,5,4,131.2,0.236,35,0.094,"[""US"", ""CA""]",False,DEV-L05635,IP-L03847,0.973,0.923,True,2,1,3
ACC-006378,5591.943202648595,798,GB,21191.64,17476.77,3.7896742694273673,4,3,30.1,0.175,47,0.157,"[""FR"", ""XX"", ""IT"", ""IN"", ""AU""]",True,DEV-L06306,IP-L00652,0.851,0.802,True,2,0,2
ACC-006379,10040.089676464499,688,ES,9352.44,6901.64,0.9315097147608419,3,5,26.5,0.262,19,0.226,"[""ZZ"", ""MX"", ""CA""]",True,DEV-L03964,IP-L04611,0.771,0.898,True,0,1,1
ACC-006380,13581.661414751925,996,GB,21394.81,19188.59,1.575272260993838,7,5,55.0,0.103,33,0.232,"[""BR"", ""IT""]",False,DEV-L00145,IP-L05101,0.883,0.672,True,0,2,2
ACC-006381,1317.5313047110556,310,ZZ,1040.01,774.19,0.789359206625023,11,5,24.3,0.256,45,0.11,"[""MX"", ""ZZ""]",True,DEV-L04188,IP-L02696,0.661,0.868,True,0,2,2
ACC-006382,3766.424828312535,714,NL,3317.13,2295.37,0.8807099874180429,4,6,145.7,0.308,47,0.167,"[""FR"", ""ZZ"", ""DE""]",True,DEV-L08240,IP-L03329,0.803,0.737,True,0,1,1
ACC-006383,5645.252474227923,362,BR,4374.18,2143.57,0.7748419172253593,7,1,24.0,0.51,23,0.093,"[""GB""]",False,DEV-L03481,IP-L08966,0.673,0.837,True,4,0,4
ACC-006384,8293.25894057597,193,BR,4787.39,2145.52,0.5772625850576323,6,7,52.2,0.552,37,0.297,"[""IT"", ""ZZ"", ""NL""]",True,DEV-L01260,IP-L00649,0.829,0.921,True,0,0,0
ACC-006385,3860.6389768642293,105,CA,3134.26,1465.09,0.8118505625106498,6,6,24.0,0.533,28,0.266,"[""ZZ"", ""DE""]",True,DEV-L02023,IP-L04270,0.676,0.888,True,3,2,5
ACC-006386,4103.791340016954,53,GB,3675.96,1162.48,0.8957473808049712,7,4,54.8,0.684,20,0.237,"[""US"", ""ES""]",False,DEV-L06037,IP-L02312,0.228,0.583,True,1,1,2
ACC-006387,5422.788075763072,592,AU,11314.01,4984.62,2.086382514113019,4,4,44.5,0.559,50,0.14,"[""IT"", ""MX"", ""IN""]",False,DEV-L03260,IP-L04838,0.767,0.681,True,1,1,2
ACC-006388,1576.7833738161182,192,MX,1482.26,698.52,0.9400506101582955,9,5,99.0,0.529,21,0.407,"[""XX"", ""BR"", ""YY""]",True,DEV-L01350,IP-L06048,0.779,0.683,False,2,1,3
ACC-006389,3884.8485700168962,244,CA,4615.85,1621.81,1.1881679647922367,7,2,182.4,0.649,25,0.172,"[""XX"", ""GB"", ""CA"", ""US""]",True,DEV-L07323,IP-L05777,0.492,0.937,True,1,1,2
ACC-006390,3776.0987943124546,186,XX,3965.14,1217.13,1.0500613091734523,1,4,144.9,0.693,19,0.063,"[""ES""]",False,DEV-L00560,IP-L07546,0.741,0.877,True,1,1,2
ACC-006391,6104.243117157048,87,IT,8276.82,4979.8,1.3559132796742537,8,8,118.6,0.398,20,0.254,"[""SG"", ""FR"", ""MX""]",False,DEV-L07207,IP-L06486,0.898,0.819,True,2,4,6
ACC-006392,6394.3143835172405,1172,IT,3421.98,1398.42,0.5351591661428445,7,4,24.0,0.591,25,0.064,"[""ES"", ""AU"", ""BR"", ""ZZ"", ""CA"", ""SG""]",True,DEV-L02383,IP-L06147,0.797,0.896,True,0,0,0
ACC-006393,3338.2479506536492,2500,ES,3657.54,1607.63,1.0956468165037738,7,6,36.7,0.56,45,0.078,"[""MX"", ""CA"", ""ZZ""]",True,DEV-L07664,IP-L01683,0.71,0.857,True,1,1,2
ACC-006394,4870.320771598468,66,FR,4607.07,4093.57,0.9459485906923335,4,1,110.2,0.111,20,0.676,"[""US"", ""BR""]",False,DEV-L01009,IP-L02272,0.934,0.859,True,0,1,1
ACC-006395,5116.548316172059,594,MX,5867.57,2282.74,1.1467831564303332,4,2,39.1,0.611,50,0.144,"[""ZZ"", ""IN""]",True,DEV-L07226,IP-L06063,0.825,0.852,True,0,1,1
ACC-006396,4139.366073398927,123,AU,5474.77,1806.36,1.322610585520326,5,4,24.0,0.67,40,0.14,"[""XX""]",True,DEV-L01237,IP-L05709,0.807,0.961,True,2,0,2
ACC-006397,9068.092047034663,905,MX,9341.13,7426.96,1.0301098053555724,3,2,24.0,0.205,46,0.231,"[""SG"", ""CA"", ""XX"", ""IT""]",True,DEV-L02263,IP-L00282,0.762,0.975,True,2,1,3
ACC-006398,4407.822632887358,1656,GB,3676.05,1699.78,0.8339824832561183,5,5,24.7,0.538,44,0.123,"[""XX"", ""YY""]",True,DEV-L07740,IP-L03286,0.924,0.907,True,2,1,3
ACC-006399,17778.134607950116,878,FR,24800.82,14949.75,1.39501790247816,1,2,197.9,0.397,44,0.135,"[""FR""]",False,DEV-L08363,IP-L01882,0.896,0.727,True,0,0,0
ACC-006400,3029.1023947703275,160,ES,3846.75,3077.86,1.2699296347080424,11,6,24.0,0.2,34,0.175,"[""GB"", ""NL"", ""FR"", ""BR"", ""YY""]",True,DEV-L06874,IP-L07502,0.741,0.972,True,4,0,4
ACC-006401,7718.408181484764,199,US,11552.89,6978.56,1.4967975646306848,3,4,42.2,0.396,32,0.132,"[""ES"", ""IT""]",False,DEV-L03790,IP-L02023,0.636,0.837,True,1,2,3
ACC-006402,9459.215043710894,260,ES,9428.86,7880.31,0.9967909650338838,10,2,24.0,0.164,22,0.164,"[""BR"", ""ZZ""]",True,DEV-L03889,IP-L02592,0.82,0.918,True,0,1,1
ACC-006403,2508.5833604370987,807,ZZ,2033.29,1419.76,0.8105335842461124,6,4,24.0,0.302,45,0.243,"[""CA"", ""NL""]",False,DEV-L06358,IP-L01547,0.668,0.917,True,0,1,1
ACC-006404,6653.999922665733,323,XX,13848.29,9276.09,2.0811976329257824,4,9,24.0,0.33,29,0.14,"[""AU"", ""DE"", ""YY""]",True,DEV-L04749,IP-L04436,0.679,0.847,True,1,2,3
ACC-006405,11282.172892599874,805,FR,7888.97,5947.9,0.699242190068156,6,3,24.0,0.246,34,0.083,"[""MX"", ""IT""]",False,DEV-L08497,IP-L07636,0.958,0.856,True,2,3,5
ACC-006406,7025.437344518904,408,ZZ,10712.17,4620.39,1.5247696615717905,3,3,28.1,0.569,36,0.115,"[""SG"", ""NL""]",False,DEV-L01581,IP-L03957,0.902,0.833,True,1,1,2
ACC-006407,1254.9472026064414,377,US,1906.64,768.57,1.5193011138389572,3,3,24.0,0.597,22,0.262,"[""IN"", ""AU"", ""CA""]",False,DEV-L01685,IP-L07531,0.833,0.863,True,3,1,4
ACC-006408,8094.340169675824,455,ZZ,10509.48,8451.84,1.298373503971141,4,3,26.9,0.196,25,0.153,"[""FR"", ""ES"", ""IN"", ""YY"", ""ZZ""]",True,DEV-L06911,IP-L05731,0.833,0.924,True,0,1,1
ACC-006409,849.0641829293509,28,ZZ,1708.53,1506.2,2.0122551912113793,22,24,4.7,0.118,42,0.372,"[""YY"", ""US"", ""GB"", ""SG"", ""XX"", ""ES"", ""FR"", ""CA"", ""ZZ""]",True,DEV-C02,IP-C02,0.3,0.796,False,49,47,96
ACC-006410,6691.6670752079635,84,DE,6536.97,2590.76,0.9768825785125028,5,4,24.0,0.604,42,0.185,"[""DE"", ""SG"", ""NL"", ""AU""]",False,DEV-L08032,IP-L02346,0.787,0.81,True,2,0,2
